"_id",saleDate,items.0.name,items.0.tags.0,items.0.tags.1,items.0.tags.2,items.0.tags.3,items.0.price,items.0.quantity,items.1.name,items.1.tags.0,items.1.tags.1,items.1.tags.2,items.1.tags.3,items.1.price,items.1.quantity,items.2.name,items.2.tags.0,items.2.tags.1,items.2.tags.2,items.2.tags.3,items.2.price,items.2.quantity,items.3.name,items.3.tags.0,items.3.tags.1,items.3.tags.2,items.3.tags.3,items.3.price,items.3.quantity,items.4.name,items.4.tags.0,items.4.tags.1,items.4.tags.2,items.4.tags.3,items.4.price,items.4.quantity,items.5.name,items.5.tags.0,items.5.tags.1,items.5.tags.2,items.5.tags.3,items.5.price,items.5.quantity,items.6.name,items.6.tags.0,items.6.tags.1,items.6.tags.2,items.6.tags.3,items.6.price,items.6.quantity,items.7.name,items.7.tags.0,items.7.tags.1,items.7.tags.2,items.7.tags.3,items.7.price,items.7.quantity,items.8.name,items.8.tags.0,items.8.tags.1,items.8.tags.2,items.8.tags.3,items.8.price,items.8.quantity,items.9.name,items.9.tags.0,items.9.tags.1,items.9.tags.2,items.9.price,items.9.quantity,storeLocation,customer.gender,customer.age,customer.email,customer.satisfaction,couponUsed,purchaseMethod
5bd761ddae323e45a93cda36,2014-03-26T00:21:43.769Z,pens,writing,office,school,stationary,79.5,4,notepad,office,writing,school,,31.51,2,binder,school,general,organization,,16.23,6,pens,writing,office,school,stationary,23.67,3,notepad,office,writing,school,,18.45,5,backpack,school,travel,kids,,75.46,2,binder,school,general,organization,,17.2,9,laptop,electronics,school,office,,600.38,1,notepad,office,writing,school,,22.6,5,,,,,,,San Diego,M,30,dikeneg@zegufih.mo,4,true,In store
5bd761ddae323e45a93cda37,2017-01-03T15:03:00.803Z,envelopes,stationary,office,general,,19.4,1,notepad,office,writing,school,,14.75,1,envelopes,stationary,office,general,,8.0,4,binder,school,general,organization,,14.4,7,notepad,office,writing,school,,35.34,2,notepad,office,writing,school,,6.22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,23,mivila@hate.ad,2,false,In store
5bd761ddae323e45a93cda3b,2015-04-04T03:10:23.238Z,envelopes,stationary,office,general,,13.41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin,F,46,ku@di.se,4,false,In store
5bd761ddae323e45a93cda3c,2016-08-28T22:30:25.867Z,backpack,school,travel,kids,,65.73,5,notepad,office,writing,school,,24.64,2,binder,school,general,organization,,23.94,7,binder,school,general,organization,,26.43,6,notepad,office,writing,school,,17.78,5,envelopes,stationary,office,general,,16.39,6,envelopes,stationary,office,general,,13.62,8,pens,writing,office,school,stationary,49.87,2,,,,,,,,,,,,,,London,F,19,arigidbas@keszor.bj,1,true,In store
5bd761ddae323e45a93cda41,2013-01-04T16:36:12.479Z,envelopes,stationary,office,general,,15.03,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,69,te@civaruj.pg,5,false,In store
5bd761ddae323e45a93cda4b,2015-07-13T23:55:47.940Z,envelopes,stationary,office,general,,9.56,8,notepad,office,writing,school,,20.84,1,notepad,office,writing,school,,12.62,3,laptop,electronics,school,office,,887.01,1,envelopes,stationary,office,general,,16.59,9,pens,writing,office,school,stationary,74.36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,69,hova@ze.to,5,false,In store
5bd761ddae323e45a93cda4d,2016-06-01T07:17:31.774Z,envelopes,stationary,office,general,,13.28,6,binder,school,general,organization,,17.33,8,pens,writing,office,school,stationary,39.04,1,binder,school,general,organization,,13.48,5,envelopes,stationary,office,general,,18.19,7,notepad,office,writing,school,,22.74,5,backpack,school,travel,kids,,189.47,2,notepad,office,writing,school,,29.93,5,laptop,electronics,school,office,,614.86,2,notepad,office,writing,school,38.84,5,Denver,F,68,nu@ovuanauci.bo,5,false,In store
5bd761ddae323e45a93cda51,2016-01-09T11:10:00.797Z,laptop,electronics,school,office,,537.27,5,notepad,office,writing,school,,29.69,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego,M,42,padub@dehi.vi,2,false,In store
5bd761ddae323e45a93cda52,2017-06-10T09:51:23.777Z,pens,writing,office,school,stationary,66.42,4,notepad,office,writing,school,,31.07,1,envelopes,stationary,office,general,,19.05,5,notepad,office,writing,school,,13.48,2,binder,school,general,organization,,29.52,9,envelopes,stationary,office,general,,5.54,8,notepad,office,writing,school,,28.85,3,,,,,,,,,,,,,,,,,,,,,Denver,M,41,wiv@ubeod.bg,5,false,In store
5bd761ddae323e45a93cda53,2013-05-22T15:32:17.679Z,laptop,electronics,school,office,,836.39,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,50,ejalo@nu.kg,5,false,In store
5bd761ddae323e45a93cda56,2013-12-15T21:43:07.888Z,laptop,electronics,school,office,,830.36,1,notepad,office,writing,school,,39.23,2,binder,school,general,organization,,12.52,8,envelopes,stationary,office,general,,20.49,1,backpack,school,travel,kids,,108.62,5,pens,writing,office,school,stationary,16.71,1,notepad,office,writing,school,,14.36,4,envelopes,stationary,office,general,,12.51,10,printer paper,office,stationary,,,36.22,9,,,,,,,Austin,M,64,uzzan@zi.tp,5,false,In store
5bd761ddae323e45a93cda57,2014-12-11T10:05:18.093Z,notepad,office,writing,school,,26.5,1,envelopes,stationary,office,general,,17.24,5,envelopes,stationary,office,general,,7.35,5,laptop,electronics,school,office,,1130.89,2,printer paper,office,stationary,,,47.65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,F,42,hodo@silomeku.na,3,true,In store
5bd761ddae323e45a93cda5a,2015-07-27T11:18:53.583Z,laptop,electronics,school,office,,771.09,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,M,26,huosu@sova.ax,5,false,Phone
5bd761ddae323e45a93cda5b,2017-09-11T04:16:39.309Z,binder,school,general,organization,,18.05,6,notepad,office,writing,school,,37.75,3,laptop,electronics,school,office,,995.4,5,notepad,office,writing,school,,5.32,2,envelopes,stationary,office,general,,8.16,10,envelopes,stationary,office,general,,24.79,1,pens,writing,office,school,stationary,28.12,2,backpack,school,travel,kids,,70.95,2,,,,,,,,,,,,,,Seattle,M,43,ohu@mipposfo.nr,5,false,Online
5bd761ddae323e45a93cda5f,2015-01-22T03:11:29.622Z,printer paper,office,stationary,,,34.82,5,pens,writing,office,school,stationary,18.18,3,notepad,office,writing,school,,14.02,3,laptop,electronics,school,office,,1012.34,3,notepad,office,writing,school,,25.12,4,binder,school,general,organization,,16.22,4,binder,school,general,organization,,15.51,1,envelopes,stationary,office,general,,23.0,2,envelopes,stationary,office,general,,5.85,10,notepad,office,writing,school,30.99,1,Denver,F,73,meut@atesujic.sx,2,false,Online
5bd761ddae323e45a93cda66,2017-11-14T01:20:57.827Z,printer paper,office,stationary,,,31.05,3,backpack,school,travel,kids,,193.78,4,notepad,office,writing,school,,33.52,4,notepad,office,writing,school,,27.23,2,binder,school,general,organization,,10.7,5,binder,school,general,organization,,12.48,2,pens,writing,office,school,stationary,54.0,5,notepad,office,writing,school,,14.98,3,envelopes,stationary,office,general,,21.53,8,envelopes,stationary,office,general,17.79,6,Austin,M,51,boralke@kazful.st,4,false,Phone
5bd761ddae323e45a93cda68,2017-10-27T04:04:17.575Z,printer paper,office,stationary,,,16.88,8,pens,writing,office,school,stationary,15.83,1,binder,school,general,organization,,22.41,10,envelopes,stationary,office,general,,8.93,3,pens,writing,office,school,stationary,51.82,4,notepad,office,writing,school,,34.34,3,backpack,school,travel,kids,,164.81,1,,,,,,,,,,,,,,,,,,,,,Seattle,F,38,loemanas@odoli.th,4,false,In store
5bd761ddae323e45a93cda69,2015-05-14T09:30:19.197Z,envelopes,stationary,office,general,,15.45,8,laptop,electronics,school,office,,1479.1,4,pens,writing,office,school,stationary,21.34,4,notepad,office,writing,school,,5.4,3,notepad,office,writing,school,,10.15,3,envelopes,stationary,office,general,,14.29,7,binder,school,general,organization,,14.1,10,,,,,,,,,,,,,,,,,,,,,Denver,F,43,nir@tosbu.re,5,true,Online
5bd761ddae323e45a93cda6b,2017-04-25T08:28:29.916Z,notepad,office,writing,school,,32.22,2,notepad,office,writing,school,,17.42,1,envelopes,stationary,office,general,,21.01,4,binder,school,general,organization,,28.3,10,envelopes,stationary,office,general,,9.89,5,pens,writing,office,school,stationary,61.67,5,notepad,office,writing,school,,32.72,1,,,,,,,,,,,,,,,,,,,,,Denver,M,55,zavtu@otaja.bd,4,false,Online
5bd761ddae323e45a93cda6e,2013-03-20T03:30:29.575Z,pens,writing,office,school,stationary,73.06,4,backpack,school,travel,kids,,191.93,5,laptop,electronics,school,office,,1178.16,5,printer paper,office,stationary,,,20.81,7,notepad,office,writing,school,,31.66,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,27,fignedag@idoroko.kg,4,false,Online
5bd761ddae323e45a93cda6f,2013-08-12T10:58:06.788Z,binder,school,general,organization,,24.61,2,notepad,office,writing,school,,28.23,5,binder,school,general,organization,,20.85,3,notepad,office,writing,school,,25.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,M,48,punummed@jehna.jm,2,false,In store
5bd761ddae323e45a93cda71,2014-07-31T01:46:17.714Z,laptop,electronics,school,office,,1340.21,2,backpack,school,travel,kids,,72.53,4,envelopes,stationary,office,general,,11.69,2,notepad,office,writing,school,,6.68,1,binder,school,general,organization,,15.48,6,envelopes,stationary,office,general,,16.35,3,pens,writing,office,school,stationary,50.33,1,printer paper,office,stationary,,,46.56,5,notepad,office,writing,school,,36.63,3,pens,writing,office,school,25.83,3,London,M,37,udoahami@sewrup.by,3,false,In store
5bd761ddae323e45a93cda7b,2013-05-22T05:34:04.576Z,notepad,office,writing,school,,19.54,5,laptop,electronics,school,office,,1321.51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,M,37,mepo@lab.kz,3,false,In store
5bd761ddae323e45a93cda80,2017-03-04T09:34:19.252Z,pens,writing,office,school,stationary,69.48,2,notepad,office,writing,school,,16.23,5,binder,school,general,organization,,18.53,10,envelopes,stationary,office,general,,22.93,10,notepad,office,writing,school,,11.82,1,printer paper,office,stationary,,,14.37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,43,lub@pol.ag,4,false,Online
5bd761ddae323e45a93cda81,2016-05-22T12:13:33.506Z,binder,school,general,organization,,12.33,9,backpack,school,travel,kids,,66.67,1,laptop,electronics,school,office,,855.73,4,envelopes,stationary,office,general,,5.58,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,M,49,ahugiif@huebaebe.cz,5,false,In store
5bd761ddae323e45a93cda83,2013-04-04T13:13:15.335Z,pens,writing,office,school,stationary,6.35,5,notepad,office,writing,school,,11.66,1,binder,school,general,organization,,15.55,4,laptop,electronics,school,office,,1223.19,5,notepad,office,writing,school,,36.42,5,envelopes,stationary,office,general,,15.7,4,binder,school,general,organization,,16.78,8,envelopes,stationary,office,general,,5.67,5,printer paper,office,stationary,,,36.34,6,notepad,office,writing,school,34.52,4,San Diego,M,33,met@erlalat.cn,3,false,In store
5bd761ddae323e45a93cda8a,2015-01-10T13:57:43.053Z,envelopes,stationary,office,general,,23.96,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin,M,51,hik@nobabpi.hu,1,false,Online
5bd761ddae323e45a93cda8c,2015-06-06T18:59:54.641Z,envelopes,stationary,office,general,,16.0,5,laptop,electronics,school,office,,1190.17,1,binder,school,general,organization,,18.44,6,backpack,school,travel,kids,,153.69,1,notepad,office,writing,school,,15.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,F,45,izufid@ra.hu,2,false,In store
5bd761ddae323e45a93cda8e,2013-07-24T07:27:58.611Z,laptop,electronics,school,office,,859.8,5,backpack,school,travel,kids,,157.16,4,notepad,office,writing,school,,22.23,4,envelopes,stationary,office,general,,18.8,10,binder,school,general,organization,,13.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,42,jefu@kergejel.uz,4,false,In store
5bd761ddae323e45a93cda8f,2014-05-29T16:53:40.946Z,pens,writing,office,school,stationary,39.09,5,printer paper,office,stationary,,,24.48,4,binder,school,general,organization,,26.18,6,backpack,school,travel,kids,,113.08,3,binder,school,general,organization,,10.41,2,envelopes,stationary,office,general,,10.77,9,notepad,office,writing,school,,15.22,3,notepad,office,writing,school,,19.94,3,pens,writing,office,school,stationary,11.18,5,,,,,,,Denver,F,30,rono@vavtu.ps,3,false,In store
5bd761ddae323e45a93cda91,2016-01-13T22:22:10.691Z,envelopes,stationary,office,general,,14.94,8,binder,school,general,organization,,15.89,1,laptop,electronics,school,office,,478.3,4,notepad,office,writing,school,,23.9,4,notepad,office,writing,school,,38.23,4,envelopes,stationary,office,general,,9.39,6,pens,writing,office,school,stationary,61.53,4,binder,school,general,organization,,15.59,3,notepad,office,writing,school,,26.96,5,,,,,,,London,F,16,terucu@fufocabe.eh,5,false,In store
5bd761ddae323e45a93cda98,2014-06-04T11:55:44.226Z,backpack,school,travel,kids,,47.86,4,pens,writing,office,school,stationary,23.15,1,printer paper,office,stationary,,,18.14,4,binder,school,general,organization,,20.18,5,envelopes,stationary,office,general,,8.34,5,binder,school,general,organization,,21.91,6,notepad,office,writing,school,,13.17,4,notepad,office,writing,school,,5.49,1,,,,,,,,,,,,,,San Diego,M,35,ce@lalifdi.st,2,false,Online
5bd761ddae323e45a93cda9c,2014-09-28T03:22:01.650Z,binder,school,general,organization,,18.18,9,pens,writing,office,school,stationary,27.29,4,notepad,office,writing,school,,13.44,3,notepad,office,writing,school,,5.8,3,notepad,office,writing,school,,31.88,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,M,18,cukgawiw@opo.li,3,false,Online
5bd761ddae323e45a93cda9d,2014-05-03T04:30:09.358Z,envelopes,stationary,office,general,,17.67,6,binder,school,general,organization,,13.42,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,58,gudorog@idnob.rs,5,false,In store
5bd761ddae323e45a93cdaa8,2014-07-02T00:10:36.452Z,pens,writing,office,school,stationary,35.5,2,envelopes,stationary,office,general,,19.54,10,laptop,electronics,school,office,,1183.35,4,binder,school,general,organization,,18.04,6,printer paper,office,stationary,,,10.5,5,pens,writing,office,school,stationary,22.19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,F,50,nigtoj@filela.us,5,false,In store
5bd761ddae323e45a93cdaa9,2017-05-18T13:00:36.830Z,envelopes,stationary,office,general,,19.89,4,backpack,school,travel,kids,,96.6,5,laptop,electronics,school,office,,402.19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego,F,62,ha@zaravbig.mm,5,false,Online
5bd761ddae323e45a93cdaaa,2014-12-26T06:49:44.827Z,envelopes,stationary,office,general,,20.47,4,notepad,office,writing,school,,17.96,3,envelopes,stationary,office,general,,14.99,5,notepad,office,writing,school,,32.25,5,laptop,electronics,school,office,,419.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin,F,28,begcis@hoc.je,5,false,In store
5bd761ddae323e45a93cdaac,2017-11-03T06:45:58.158Z,backpack,school,travel,kids,,111.31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,40,neob@umihen.ar,4,false,In store
5bd761ddae323e45a93cdaae,2015-08-12T18:05:43.905Z,envelopes,stationary,office,general,,18.48,1,notepad,office,writing,school,,27.03,1,backpack,school,travel,kids,,141.35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,M,60,fipelru@cunipe.tc,4,false,Online
5bd761ddae323e45a93cdab2,2017-06-24T21:21:11.758Z,notepad,office,writing,school,,39.82,3,notepad,office,writing,school,,22.8,1,binder,school,general,organization,,17.24,2,pens,writing,office,school,stationary,79.2,5,printer paper,office,stationary,,,43.94,9,envelopes,stationary,office,general,,22.63,10,envelopes,stationary,office,general,,9.01,10,,,,,,,,,,,,,,,,,,,,,Seattle,M,54,ci@sanido.bs,4,false,In store
5bd761ddae323e45a93cdab3,2014-03-20T23:32:03.138Z,envelopes,stationary,office,general,,17.68,7,pens,writing,office,school,stationary,68.55,3,printer paper,office,stationary,,,23.67,8,notepad,office,writing,school,,37.58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,49,mu@ranfe.us,4,false,In store
5bd761ddae323e45a93cdaba,2017-07-06T00:13:39.661Z,backpack,school,travel,kids,,118.06,2,laptop,electronics,school,office,,524.02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,64,gutoloz@ersevid.cn,3,false,In store
5bd761ddae323e45a93cdabf,2013-07-25T20:58:51.314Z,binder,school,general,organization,,22.12,8,notepad,office,writing,school,,32.52,4,pens,writing,office,school,stationary,14.21,1,pens,writing,office,school,stationary,35.14,1,backpack,school,travel,kids,,110.45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,M,62,lobim@lacegju.pk,3,false,Online
5bd761ddae323e45a93cdac0,2017-10-03T13:31:10.901Z,notepad,office,writing,school,,6.65,4,laptop,electronics,school,office,,848.41,5,envelopes,stationary,office,general,,12.47,9,notepad,office,writing,school,,17.15,1,envelopes,stationary,office,general,,20.05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,56,cepkikhiw@ebomaw.se,3,false,Online
5bd761ddae323e45a93cdac4,2017-01-03T19:51:17.238Z,pens,writing,office,school,stationary,55.19,3,laptop,electronics,school,office,,1567.53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego,M,75,niptec@lahactib.nf,4,false,In store
5bd761ddae323e45a93cd9b0,2017-08-05T16:01:01.540Z,laptop,electronics,school,office,,741.2,1,envelopes,stationary,office,general,,8.47,5,notepad,office,writing,school,,24.14,2,binder,school,general,organization,,17.92,2,binder,school,general,organization,,28.44,8,envelopes,stationary,office,general,,23.17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,F,49,pushamba@jumikaj.id,3,false,In store
5bd761ddae323e45a93cd9b1,2016-06-19T21:51:54.688Z,notepad,office,writing,school,,22.17,4,printer paper,office,stationary,,,35.42,5,notepad,office,writing,school,,15.69,4,envelopes,stationary,office,general,,14.22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,74,vok@so.fi,4,false,Online
5bd761ddae323e45a93cd9b4,2013-05-30T13:03:09.070Z,backpack,school,travel,kids,,138.98,2,notepad,office,writing,school,,20.91,2,laptop,electronics,school,office,,836.29,3,envelopes,stationary,office,general,,21.82,8,binder,school,general,organization,,24.43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,45,iz@velow.ma,3,false,In store
5bd761ddae323e45a93cd9b6,2017-04-01T18:19:48.111Z,pens,writing,office,school,stationary,20.99,3,envelopes,stationary,office,general,,24.15,2,notepad,office,writing,school,,15.81,3,backpack,school,travel,kids,,48.11,2,notepad,office,writing,school,,27.44,2,binder,school,general,organization,,18.99,1,envelopes,stationary,office,general,,11.78,3,binder,school,general,organization,,13.36,9,notepad,office,writing,school,,29.38,5,printer paper,office,stationary,,30.99,10,Austin,F,40,sehecago@saz.ms,2,true,Online
5bd761ddae323e45a93cd9c0,2013-03-30T21:19:40.965Z,envelopes,stationary,office,general,,18.64,8,pens,writing,office,school,stationary,52.26,5,envelopes,stationary,office,general,,21.19,10,pens,writing,office,school,stationary,16.93,2,binder,school,general,organization,,19.31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin,M,65,ga@siw.sr,3,false,In store
5bd761ddae323e45a93cd9c3,2013-01-09T07:57:59.643Z,pens,writing,office,school,stationary,25.69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,M,73,ka@budtoz.th,4,true,Online
5bd761ddae323e45a93cd9c4,2016-06-02T05:23:53.131Z,binder,school,general,organization,,29.61,8,envelopes,stationary,office,general,,19.45,8,pens,writing,office,school,stationary,46.98,2,notepad,office,writing,school,,18.03,4,binder,school,general,organization,,20.62,7,printer paper,office,stationary,,,20.98,10,laptop,electronics,school,office,,931.51,1,envelopes,stationary,office,general,,21.15,2,,,,,,,,,,,,,,Seattle,F,42,uzoco@ipijegom.gd,5,false,In store
5bd761ddae323e45a93cd9c5,2017-05-02T09:59:01.296Z,pens,writing,office,school,stationary,22.03,1,laptop,electronics,school,office,,1186.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,M,20,eb@jav.ph,5,false,In store
5bd761ddae323e45a93cd9c9,2015-01-21T18:27:27.035Z,backpack,school,travel,kids,,131.02,2,binder,school,general,organization,,14.64,8,envelopes,stationary,office,general,,17.67,7,pens,writing,office,school,stationary,63.18,1,pens,writing,office,school,stationary,75.16,5,notepad,office,writing,school,,36.77,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,M,36,finojpe@jow.pl,3,false,Online
5bd761ddae323e45a93cd9ce,2014-02-23T15:12:38.778Z,pens,writing,office,school,stationary,79.45,3,binder,school,general,organization,,27.3,8,pens,writing,office,school,stationary,22.06,3,binder,school,general,organization,,24.56,3,notepad,office,writing,school,,16.87,1,laptop,electronics,school,office,,1288.37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,F,32,ac@loipca.ls,3,false,In store
5bd761ddae323e45a93cd9cf,2013-02-22T09:20:00.013Z,binder,school,general,organization,,22.25,10,printer paper,office,stationary,,,45.47,4,envelopes,stationary,office,general,,19.91,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,F,25,bazepoad@vofu.id,5,false,In store
5bd761ddae323e45a93cd9d0,2014-08-24T22:25:53.264Z,notepad,office,writing,school,,13.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,31,veocfek@telepoh.ls,5,false,Phone
5bd761ddae323e45a93cd9d4,2015-02-26T23:48:09.775Z,envelopes,stationary,office,general,,10.24,2,printer paper,office,stationary,,,30.26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,45,fu@zepebaotu.na,5,false,In store
5bd761ddae323e45a93cd9db,2017-10-13T07:21:01.886Z,envelopes,stationary,office,general,,6.01,5,notepad,office,writing,school,,36.23,1,notepad,office,writing,school,,37.18,5,backpack,school,travel,kids,,72.93,4,printer paper,office,stationary,,,24.41,8,envelopes,stationary,office,general,,8.79,10,pens,writing,office,school,stationary,48.1,2,notepad,office,writing,school,,29.5,4,laptop,electronics,school,office,,488.62,4,,,,,,,Denver,F,31,mudmofeho@pukechu.nr,4,false,In store
5bd761ddae323e45a93cd9e0,2015-07-10T21:03:21.093Z,envelopes,stationary,office,general,,10.75,8,backpack,school,travel,kids,,49.8,1,pens,writing,office,school,stationary,31.35,4,notepad,office,writing,school,,32.61,5,binder,school,general,organization,,20.42,6,notepad,office,writing,school,,10.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,F,64,nossanoz@zo.va,5,false,Phone
5bd761ddae323e45a93cd9e3,2015-06-12T04:12:19.629Z,notepad,office,writing,school,,22.34,3,notepad,office,writing,school,,26.34,1,binder,school,general,organization,,29.6,2,printer paper,office,stationary,,,41.18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,F,21,ira@tujasice.id,3,false,Phone
5bd761ddae323e45a93cd9e6,2017-11-23T00:37:24.609Z,printer paper,office,stationary,,,10.51,9,backpack,school,travel,kids,,83.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,F,66,pilec@kobag.gq,5,false,Phone
5bd761ddae323e45a93cd9ef,2014-09-13T08:00:20.537Z,envelopes,stationary,office,general,,17.54,5,pens,writing,office,school,stationary,46.0,4,notepad,office,writing,school,,29.67,2,binder,school,general,organization,,20.27,7,notepad,office,writing,school,,35.16,1,pens,writing,office,school,stationary,49.71,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,53,ollaw@padeble.er,4,false,In store
5bd761ddae323e45a93cd9f8,2016-10-10T15:10:43.783Z,notepad,office,writing,school,,25.68,5,binder,school,general,organization,,19.76,3,envelopes,stationary,office,general,,23.55,4,envelopes,stationary,office,general,,12.3,9,notepad,office,writing,school,,27.95,2,backpack,school,travel,kids,,121.77,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,M,21,kivewoked@ofuewu.sz,5,false,In store
5bd761ddae323e45a93cd9ff,2013-07-16T16:57:39.127Z,envelopes,stationary,office,general,,11.04,6,printer paper,office,stationary,,,27.51,6,notepad,office,writing,school,,10.25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,F,25,uzesa@azhefo.nf,3,false,In store
5bd761ddae323e45a93cda03,2014-12-01T12:05:03.666Z,notepad,office,writing,school,,7.51,4,printer paper,office,stationary,,,29.32,5,envelopes,stationary,office,general,,18.19,4,notepad,office,writing,school,,17.65,3,envelopes,stationary,office,general,,17.54,4,laptop,electronics,school,office,,1277.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,33,de@esu.vn,3,true,In store
5bd761ddae323e45a93cda04,2017-03-19T11:08:52.289Z,laptop,electronics,school,office,,663.21,1,notepad,office,writing,school,,29.8,3,notepad,office,writing,school,,24.85,5,envelopes,stationary,office,general,,18.44,5,pens,writing,office,school,stationary,60.91,5,pens,writing,office,school,stationary,36.27,2,printer paper,office,stationary,,,35.48,10,binder,school,general,organization,,19.43,5,backpack,school,travel,kids,,184.24,3,notepad,office,writing,school,10.92,4,Denver,F,18,kijke@po.gu,1,false,Online
5bd761ddae323e45a93cda07,2017-01-29T18:15:07.037Z,binder,school,general,organization,,11.63,5,notepad,office,writing,school,,37.41,4,laptop,electronics,school,office,,421.08,3,envelopes,stationary,office,general,,11.26,4,notepad,office,writing,school,,19.76,1,pens,writing,office,school,stationary,67.7,1,envelopes,stationary,office,general,,17.06,4,,,,,,,,,,,,,,,,,,,,,Seattle,M,18,co@no.li,3,true,Online
5bd761ddae323e45a93cda0e,2016-06-08T04:59:29.495Z,notepad,office,writing,school,,5.49,4,notepad,office,writing,school,,15.99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,F,48,arudfu@jodmueme.fm,4,false,In store
